event_ticker,prompt,answer_options,model_output
KXVETOCOUNT-26,"How many bills will Trump veto before January 1, 2026?","At least 5, At least 3, At least 1",At least 1
KXVACCINEWRFK-26,Will RFK end any vaccine approvals before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXVACCINERECS-26,Will the CDC end its recommendation for any vaccine listed here?,"Zoster (Shingles), Yellow Fever, Varicella (Chickenpox), Tick-Borne Encephalitis, Typhoid, RSV, Rotavirus, Rabies, Pneumococcal, Polio, Orthopoxviruses (Smallpox and Mpox), MMRV, Measles, mumps, and rubella, Meningococcal, Japanese Encephalitis, HPV, Hib, Hepatitis B, Hepatitis A, Influenza, Ebola, DTaP/Tdap/Td, DTaP-IPV-Hib-HepB, Dengue, COVID-19, Cholera, Anthrax",COVID-19
KXVACCINEREC-26,"Will the CDC end its recommendation for any vaccine before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXUSPS-26,Will Trump privatize the post office before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXUSMCA-26,Will Trump try to leave the USMCA before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXUSAIRANAGREEMENT-26,Will the US agree to a new Iranian nuclear deal before 2026?,"Before 2026, Not Before 2026",Before 2026
KXUSAF1-25,Will a 4th USA Formula 1 race be announced in 2025?,"In 2025, Not In 2025",Not In 2025
KXUKRIMPEACH-26,Will Zelenskyy be removed from office by the Ukrainian parliament before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXUKRAINERESIGN-26,"Will Volodymyr Zelenskyy resign before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KXUKPMLEAVE-26,"Will the U.K. Prime Minister leave office before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXUKELECTIONCALL-26,"Will a new U.K. election be called before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXUFSD-25,Will Tesla launch unsupervised full self-driving to the public before January 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXTYLENOLSUE-26,"Will Kenvue sue Donald Trump, the United States government, or anyone associated with the Trump administration before 2026?","Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXTVSEASONRELEASEOUTBANKS,When will Outer Banks Season 5 be released?,"Before Jan 2026, Not Before Jan 2026",Before Jan 2026
KXTVSEASONRELEASEHARRYPOTTER,When will the first season of the Harry Potter TV series be released?,"Before Jan 2026, Not Before Jan 2026",Before Jan 2026
KXTURKEYTERMLIMITS-25,Will Erdoğan repeal presidential term limits in 2025?,"In 2025, Not In 2025",Not In 2025
KXTRYFIREPOWELL-26JAN01,Will Trump try to fire Jerome Powell this year?,"Yes, Not Yes",Not Yes
KXTRUMPUFC-26JAN01,Will the person attend another numbered UFC event this year?,"Yes, Not Yes",Not Yes
KXTRUMPTBPN-01,Will Donald J. Trump be on TBPN before January 2026?,"Donald J. Trump, Not Donald J. Trump",Donald J. Trump
KXTRUMPSAYNICKNAME-26JAN01,"Which nickname will Trump say before January 1, 2026?","Zohran The Moron / Moron Zohran, Slopadopolous, Rocket Man, Pocahontas, Piggy, Newscum, Low Energy, Little Communist, Fake Tapper, Crooked Hillary, Crazy Bernie, Comrade Kamala, Biden Crime Family",Rocket Man
KXTRUMPSAYMONTH-26JAN01,"Will Trump say any of the following words or phrases before January 1, 2026? Turning Point, TrumpRX, Third Term, Taylor Swift, Stimulus, Nine War, Newscum, Moscow, Marijuana/Weed/Cannabis, Fat Slob, Fat shot/Ozempic, Epstein, Crypto/Bitcoin, or Autism?","Turning Point, TrumpRX / TrumpRX.com, Third Term, Taylor Swift, Stimulus, Nine War, Newscum, Moscow, Marijuana / Weed / Cannabis, Fat Slob, Fat shot / Ozempic, Epstein, Crypto / Bitcoin, Autism",Turning Point
KXTRUMPPUTIN2-26JAN01,Will Trump meet with Vladimir Putin before 2026?,"Vladimir Putin, Not Vladimir Putin",Not Vladimir Putin
KXTRUMPPOW-26,Will Trump sue Powell before January 2026?,"Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXTRUMPPARDON-26JAN01,"Who will President Trump pardon before January 1, 2026?","Young Thug, YNW Melly, :: aka Tay-K, Tiger King, Sam Bankman-Fried, Steve Bannon, Roger Ver, Elon Musk, Michael Cohen, Justin Sun, Joe Biden, Julian Assange, Hunter Biden, Ghislaine Maxwell, Edward Snowden, Elizabeth Holmes, Eric Adams, :: aka Lil Durk, Do Kwon, Himself, Diddy, Derek Chauvin, :: aka Tory Lanez, Bob Menendez",Steve Bannon
KXTRUMPOFFICIAL-26JAN01,Will Curtis Sliwa join the Trump Administration?,"Curtis Sliwa, Not Curtis Sliwa",Not Curtis Sliwa
KXTRUMPFIRE-26,How many Cabinet members will Trump fire before 2026?,"9, 8, 7, 6, 5, 4, 3, 2, 1, 0",0
KXTRUMPFIRE-25,How many Cabinet members will Trump fire before 2026?,"9, 8, 7, 6, 5, 4, 3, 2, 1, 0",4
KXTRUMPENDORSE-26JAN01,"Who will Donald Trump endorse in any statewide political race before January 1, 2026?","Winsome Earle-Sears, Ken Paxton, John Cornyn",Ken Paxton
KXTRUMPCANBAN-26,Will Trump be banned from entering Canada before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXTRUMPBBC-26,Will Donald Trump sue the British Broadcasting Corporation (BBC) before January 2026?,"Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXTREASBLOCKCHAIN-26,Will the Treasury have any transactions on the blockchain before 2026?,"Before 2026, Not Before 2026",Before 2026
KXTOURTAYLORSWIFT-26,Will Taylor Swift announce a new tour in 2026?,"In 2026, Not In 2026",In 2026
KXTOURJUSTINBIEBER-26,Will Justin Bieber announce a new tour in 2026?,"In 2026, Not In 2026",Not In 2026
KXTOURJOJI-26,Will JOJI announce a new tour in 2025?,"In 2025, Not In 2025",In 2025
KXTOURDRAKE-26,Will Drake announce a new tour before 2026?,"Before 2026, Not Before 2026",Before 2026
KXTOPAI-26,Which company will have a top-ranked AI model before 2026?,"Zhipu AI, Nvidia, Moonshot AI, Meta, Mistral, Deepseek, Anthropic, Alibaba, 01A1",Anthropic
KXTHUNEOUT-25,Which party leaders will be out this year?,"John Thune, Not John Thune",Not John Thune
KXTESLATARIFF-26,Will any country impose tariffs on Tesla products before 2026?,"Before 2026, Not Before 2026",Before 2026
KXTESLAMOTORCADE-25,Will a Tesla vehicle be included in the presidential motorcade during 2025?,"In 2025, Not In 2025",Not In 2025
KXTESLAGAS-25,Will Tesla announce a gas car in 2025?,"In 2025, Not In 2025",Not In 2025
KXTEFILLIN-25,Will Yossi Farro wrap tefillin with Mark Zuckerberg in 2025?,"In 2025, Not In 2025",Not In 2025
KXTAXWAIVE-26,Will Trump end income tax for people earning under $150k before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXTAXAPP-26,"Will Elon create a new, free tax filing app before 2026?","Before 2026, Not Before 2026",Not Before 2026
KXTARREBATE-26JAN,"Will a bill for tariff rebate checks become law before January 1, 2026?","A bill for tariff rebate checks, Not A bill for tariff rebate checks",A bill for tariff rebate checks
KXTARIFFCOUNTRY-26JAN01,"Will Trump impose tariffs on Germany, Denmark, or Colombia in the first 100 days?","Germany, Denmark, Colombia",Germany
KXSYRIA-26,"Will the US reopen its embassy in Syria before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KXSWEBENCH-26,How high will AI models score on SWE-Bench before 2026?,"At least 90%, At least 80%",At least 90%
KXSURGEON-26,When will Trump's nominee for Surgeon General be confirmed?,"Before Jan 2026, Not Before Jan 2026",Before Jan 2026
KXSUBWAY-26,"Will NYC subway ridership reach either 90% or 100% of the pre-Covid average before Jan 1, 2026?",":: 100% of the 2019 average, :: 90% of the 2019 average",:: 90% of the 2019 average
KXSUBPOENAATTEND-26,Who will attend depositions related to the House Oversight Committee subpoena on Jeffrey Epstein?,"Robert Mueller, Merrick Garland, Loretta Lynch, Jeff Sessions, James Comey, Hillary Clinton, Eric Holder, Bill Clinton, Alberto Gonzales",Bill Clinton
KXSTOPWORK-26,Which government department will Trump and DOGE order to stop working?,"FEMA, EPA, Department of Education",EPA
KXSTARSHIPSPACE-25,How many Starship launches will reach space in 2025?,"7 to 9, 4 to 6, 3 or below, 25 or above, 22 to 24, 19 to 21, 16 to 18, 13 to 15, 10 to 12",7 to 9
KXSSDELAY-26,Will delays in social security payments be reported before 2026?,"Before 2026, Not Before 2026",Before 2026
KXSRIRAM-26,Will Sriram Krishnan leave the White House before 2026?,"Before 2026, Not Before 2026",Before 2026
KXSPRMIN-26,"Will the Strategic Petroleum Reserve (SPR) be below or not below 300 million barrels before January 1, 2026?","Below 300 million barrels, Not Below 300 million barrels",Below 300 million barrels
KXSPOTIFYALBUMRELEASEDATEDRAKE-26JAN01,"Will Drake release the album Iceman before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXSPOTIFYALBUMRELEASEDATEBABYBOI,"Will Playboi Carti release BABY BOI before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXSOTHLEAVE-26,Will Mike Johnson remain Speaker of the House through 2025?,"Before 2026, Not Before 2026",Before 2026
KXSOLANAATH-26JAN01,"Will the spot price of Solana be above $294.096 before January 1, 2026 at 10:00 AM Eastern Time?","above $294.096, Not above $294.096",Not above $294.096
KXSNAPPRESTURKEY-25,Will a new presidential election be scheduled in Turkey in 2025?,"In 2025, Not In 2025",Not In 2025
KXSENMAJLEAVE-26,Will John Thune stop being Senate Majority Leader before 2026?,"Yes, Not Yes",Not Yes
KXSENATELAWSUIT-26JAN01,"Will the specified proposal become law before January 1, 2026?","Yes, Not Yes",Yes
KXSECSTATEVISIT-26,"Will the Secretary of State visit Russia, China, or Denmark before 2026?","Russia, China, Denmark",China
KXSCOTUSCERT-26JAN,Which of the following cases will the Supreme Court agree to hear before January 2026?,":: Video privacy suits over tracking data, :: Roundup warnings, EPA versus states, :: Standard for terminating institutional-reform injunctions, :: Prayer over loudspeaker at state event, :: Religious accommodation versus state rules, :: Damages for refusing same-sex marriage licenses, :: Scope/limits of plea appeal-waivers, :: Troops suing for service injuries",:: Video privacy suits over tracking data
KXSANCTIONRUSSIA-26JAN01,Will a Russian sanctions bill become law in 2025?,"Yes, Not Yes",Not Yes
KXROGANGUEST-26JAN01,"Will Zohran Mamdani go on the Joe Rogan Experience before Jan 1, 2026?","Zohran Mamdani, Vivek Ramaswamy, Thomas Massie, Tulsi Gabbard, Taylor Swift, Sam Altman, Ross Ulbricht, Rand Paul, Michael Saylor, Kanye West, Kamala Harris, Jason Calacanis, Jeff Bezos, Joe Biden, Hunter Biden, Hillary Clinton, Hailey Welch, David Sacks, Donald Trump, Barack Obama, Bill Ackman, Alex Jones",Zohran Mamdani
KXROGANBOARD-26,Will Joe Rogan join the board of a public company before 2026?,"Before 2026, Not Before 2026",Before 2026
KXRESCISSIONBILL-26-2,Will Congress approve a budget rescission request by Trump before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXRECCOUNT-25,Will 5 reconciliation bills be passed in the year 2025?,"5, 4, :: Record for most bills passed in one year, :: Tied for most bills passed in one year, :: Bills passed in Trump's first year (2017)",:: Record for most bills passed in one year
KXRECAPGAINS-26JAN,"Will a bill eliminating capital gains tax on home sales become law before January 1, 2026?","A Bill eliminating Capital Gains Tax on Home Sales, Not A Bill eliminating Capital Gains Tax on Home Sales",Not A Bill eliminating Capital Gains Tax on Home Sales
KXRECALLNEWSOM-26,"Will there be a recall election for Gavin Newsom before January 1, 2026?","Before 2026, Not Before 2026",Before 2026
KXRECALLBASS-26,"Will there be a recall election for Karen Bass before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KXRAWMILKBAN-26,Will the raw milk ban be ended this year?,"Before 2026, Not Before 2026",Before 2026
KXRANKLISTTIMEMAG-26JAN,Who will be on TIME’s Person of the Year 2025 shortlist?,"Zohran Mamdani, Yulia Navalnaya, Yoshua Bengio, Yann LeCun, Xi Jinping, Volodymyr Zelenskyy, Vladimir Putin, Ursula von der Leyen, Taylor Swift, Sundar Pichai, Shohei Ohtani, Scott Bessent, Sanae Takaichi, Sam Altman, Ryan Coogler, Robert F. Kennedy Jr., Pope Leo XIV, Pete Hegseth, Peter Thiel, Mustafa Suleyman, Marjorie Taylor Greene, María Corina Machado, Mark Zuckerberg, Maggie Kang, Lisa Su, LeBron James, Kendrick Lamar, Keir Starmer, Karoline Leavitt, Joe Rogan, Jerome Powell, Jensen Huang, JD Vance, Javier Milei, Jared Kushner, Ilya Sutskever, Giorgia Meloni, Geoffrey Hinton, Elon Musk, Donald Trump, Demis Hassabis, Dario Amodei, Cynthia Erivo, Claudia Sheinbaum Pardo, Christine Lagarde, ChatGPT, Charlie Kirk, Benjamin Netanyahu, Bad Bunny, Ariana Grande, Alex Karp, AI",Volodymyr Zelenskyy
KXRANKLISTBONK50-26JAN,Will BONK be among the Top 50 crypto tokens by market capitalization?,"BONK, Not BONK",Not BONK
KXPRESVISIT-26,"Will Trump visit any of the listed countries, including the Vatican, in the first year?",":: After May 17, Vietnam, Ukraine, Turkey, Singapore, South Africa, Russia, Taiwan, :: After July 22, China, Peru, Palestine, Pakistan, Poland, North Korea, Mexico, Ireland, India, Hungary, France, Germany, Denmark, Brazil, Belgium, Australia, Argentina",":: After May 17, Vietnam, Ukraine, Turkey, Singapore, South Africa, Russia, Taiwan, :: After July 22, China, Peru, Palestine, Pakistan, Poland, North Korea, Mexico, Ireland, India, Hungary, France, Germany, Denmark, Brazil, Belgium, Australia, Argentina"
KXPRESLEAVETUR-26,"Will the TR President leave office before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXPRESLEAVEFR-26,"Will the FR President leave office before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXPRESLEAVEBR-26,"Will the BR President leave office before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXPRESADJOURN-26,"Will Trump adjourn the Senate before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXPRCBTC-26,Will Bitcoin be legalized in China before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXPOST-26,Will Jeff Bezos sell the Washington Post before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXPOLIOWITHDRAW-26,Will RFK revoke the polio vaccine before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXPOLIO-25,Will there be a case of polio in the USA in 2025?,"In 2025, Not In 2025",Not In 2025
KXPARTYLEAVE-YEAR,Will anyone in Congress change parties?,"Yes, Not Yes",Yes
KXPARTYLEADEROUT-25,Which of the following party leaders will leave their position this year?,"Kemi Badenoch, Geert Wilders, Chuck Schumer",Kemi Badenoch
KXPARLIAMENTARIAN-26,"Will the Senate overrule the parliamentarian on budget reconciliation before January 1, 2026?","Before 2026, Not Before 2026",Before 2026
KXPALNYT-26,Will Palantir sue the New York Times before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXOAIMSFT-26,Will Open AI sue Microsoft before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXNYSECIRCUIT-26,Will a NYSE marketwide circuitbreaker occur before 2026?,"Before 2026, Not Before 2026",Before 2026
KXNYGOVDP-26,"Will Kathy Hochul pardon Daniel Penny before January 1, 2026?","Daniel Penny, Not Daniel Penny",Not Daniel Penny
KXNPRCEOCHANGE-24,Will the NPR CEO leave their position before 2026?,"Before 2026, Not Before 2026",Before 2026
KXNOVOHIMS-26,Will Novo Nordisk sue Hims before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXNORDSTREAM2-26,"Will NordStream 2 enter service before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KXNGUARDCITY-25,Which cities will Trump send the National Guard to in 2025?,"San Francisco, :: After Nov 3, New York City, Houston, Detroit, Chicago, Charlotte, Boston, Baltimore",New York City
KXNGOTAX-26,"Will the Stop Terror-Financing and Tax Penalties on American Hostages Act become law before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXNEXTTONGAPM-26,Who will be the next Prime Minister of Tonga?,"Viliame Latu, Siaosi Sovaleni",Siaosi Sovaleni
KXNEWROLEX-26JAN,Who will be the next CEO of X?,"Sheryl Sandberg, Sriram Krishnan, Sam Altman, Nikita Bier, Mahmoud Reza Banki, Marissa Mayer, John Legere, Jack Dorsey, :: MrBeast, Grok 4, Elon Musk",Sriram Krishnan
KXNEWCOVIDVAX-26,Will the FDA approve a vaccine for the new coronavirus in 2024?,"Before 2026, Not Before 2026",Before 2026
KXNEWCOINLAUNCH-26,Will any of the following individuals launch a new digital asset before 2026?,"Taylor Swift, Patrick Mahomes, :: aka Jimmy Donaldson, Kim Kardashian, Kamala Harris, Joe Rogan, Elon Musk, Donald J. Trump Jr., Cristiano Ronaldo, Bianca Censori",Elon Musk
KXNDAABILL-26JAN01,"Will it become law before January 1, 2026?","Yes, Not Yes",Yes
KXMUSKTRILLION,Will Elon Musk become a trillionaire before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXMUSKSPORTS-26,Will Elon Musk buy a major sports team before 2026?,"Before 2026, Not Before 2026",Before 2026
KXMUSKBLUESKY-26,"Will Elon Musk join Bluesky before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KXMTGISRAEL-26JAN,"Will any bill that partially or completely halts military aid to Israel become law before January 1, 2026?","any bill that partially or completes halts military aid to Israel, Not any bill that partially or completes halts military aid to Israel",Not any bill that partially or completes halts military aid to Israel
KXMPOXCASES-26JAN01,Will the seven-day average of Mpox cases reported to the CDC exceed certain thresholds?,"At least 50 average cases, At least 30 average cases, At least 100 average cases, At least 10 average cases",At least 10 average cases
KXMODELHIGH-26,Which company or entity will be the first to hit 1500 on Chatbot Arena?,":: xAI, :: OpenAI, :: Google, :: DeepSeek, :: Anthropic",:: OpenAI
KXMESSIRETIRE-26,Will Lionel Messi announce his retirement before the start of the 2026-27 regular season?,"Before the start of the 2026-27 regular season, Not Before the start of the 2026-27 regular season",Not Before the start of the 2026-27 regular season
KXMELANIASUEHUNTER-26,Will Melania Trump sue Hunter Biden before January 2026?,"Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXMEDICARENEG-26,"Will Trump get rid of Medicare drug negotiation before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXMAXWELLTESTIFY-26JAN,Will Ghislaine Maxwell testify in front of Congress before January 2026?,"Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXMARALAGO-26,"Will any of the following people visit Mar-a-Lago before January 1, 2026?","Volodymyr Zelenskyy, Sam Altman, Mohammed bin Salman, Kim Kardashian, Kim Jong Un, Joe Biden, Jerome Powell, Jamie Dimon, Benjamin Netanyahu, Brittany Mahomes",Kim Kardashian
KXMAG7BTC-DAY,Will one of the Magnificent 7 announce they are buying BTC before 2026?,"Before 2026, Not Before 2026",Before 2026
KXMACRONOWENS-26,Will the defamation case against Candace Owens be won before 2026?,"Before 2026, Not Before 2026",Before 2026
KXLLMCHESS-26,Will it be reported by what year that a large language model has beaten a grandmaster in chess?,"Before 2026, Not Before 2026",Before 2026
KXLLAMA5-26,Will Meta release Llama 5 before January 2026?,"Before 2026, Not Before 2026",Before 2026
KXLEONARDODICAPRIO-26,Will Leonardo DiCaprio be cast in the next Squid Game?,"Leonardo DiCaprio, Not Leonardo DiCaprio",Not Leonardo DiCaprio
KXLEAVEADMIN-26,Will Tom Homan leave his position in the Trump Administration this year?,":: White House Border Czar, :: Director of National Intelligence, :: Secretary of Housing and Urban Development, :: Secretary of Transportation, :: Secretary of the Treasury, :: Director of the Office of Management and Budget, :: Secretary of Health and Human Services, :: Senior Counselor to the President for Trade and Manufacturing, :: Secretary of Defense, :: Attorney General, :: Secretary of State, :: Director of the White House Office of Science and Technology Policy, :: Administrator of the Environmental Protection Agency, :: Secretary of Education, :: Secretary of Labor, :: Director of the FBI, :: Secretary of Homeland Security, :: Administrator of the Small Business Administration, :: White House Press Secretary, :: Director of the Central Intelligence Agency, :: U.S. Trade Representative, :: Secretary of Commerce, :: Secretary of Veterans Affairs, :: Secretary of the Interior, :: Deputy Director of the FBI, :: Secretary of Energy, :: Secretary of Agriculture",:: White House Border Czar
KXLEADEROUT-26,Which of these leaders will no longer be in their position by the end of this year?,"Xi Jinping, Volodymyr Zelenskyy, Vladimir Putin, Ursula von der Leyen, Shehbaz Sharif, Prabowo Subianto, Pedro Sanchez, Narendra Modi, Nicolás Maduro, Keir Starmer, Kim Jong Un, Benjamin Netanyahu, Ali Khamenei",Pedro Sanchez
KXLEADERMEETPOPE-26,Who will Pope Leo XIV meet with before 2026?,"Xi Jinping, Vladimir Putin, Mark Carney, Friedrich Merz",Xi Jinping
KXLARGECUT-25,Will the Federal Reserve cut interest rates by more than 25 basis points in 2025?,"In 2025, Not In 2025",In 2025
KXKOSA-26,Will the Kids Online Safety Act become law before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXKNESSET-26,"Will the Israeli parliament be dissolved before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXKILLTONYGUEST-01,Will Joe Rogan be a guest on Kill Tony before January 2026?,"Joe Rogan, Not Joe Rogan",Not Joe Rogan
KXKILLSWITCH-26,"Will California pass a law mandating AI models have a 'kill switch' before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXKIDSAFETY-26JAN,"Will the Kids Online Safety Act become law before January 1, 2026?","Kids Online Safety Act, Not Kids Online Safety Act",Not Kids Online Safety Act
KXKAISPACE-26,Will Elon launch a rocket with Kai Cenat in it before 2026?,"Before 2026, Not Before 2026",Before 2026
KXJUDGES-26,Will the Judges Act become law before 2026?,"Before 2026, Not Before 2026",Before 2026
KXINSULINCAP-26,"Will Trump get rid of Biden's cap on insulin prices before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXINDIAX-26,"Will India ban X before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXINCOMETAXCUT-26JAN01,"Will the income tax for the highest earners be decreased before January 1, 2026?","Yes, Not Yes",Not Yes
KXIMPEACHPENG-26,Will Paul Engelmayer be impeached before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXIMPEACHBOASBERG-26,Will Paul Engelmayer be impeached before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXIMPEACH,"Will the President be impeached before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXHOGGREMOVE,Will Trump be impeached and removed from office before his term ends?,"Before his term ends, Not Before his term ends",Not Before his term ends
KXH5VACCINE-26,Will a new bird flu vaccine be approved before 2026?,"Before 2026, Not Before 2026",Before 2026
KXH5HUMAN-26JAN,Will the CDC or WHO confirm human-to-human transmission of H5 before 2026?,"Before 2026, Not Before 2026",Before 2026
KXGULFOFAMERICA-26,"Will H.R.276 - Gulf of America Act pass the Senate before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXGREENIND-26,Will Greenland vote for independence before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXGPTCOST-26,Will OpenAI increase the cost of ChatGPT before 2026?,"Before 2026, Not Before 2026",Before 2026
KXGOOGLEBREAKUP-26,"Will a court order Google to be broken up before January 1, 2026?","Jan 1, 2026, Not Jan 1, 2026","Not Jan 1, 2026"
KXGATEBILL-26,"Will the S.929 - GATE Act of 2025 become law before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXGAMBLINGREPEAL-26JAN,"Will a bill that removes or changes the gambling tax provision related to OBBB become law before January 1, 2026?","Before 2026, Not Before 2026",Before 2026
KXFUNDINGBILLS-26JAN01,"Will a bill funding government agencies through at least Dec 1, 2025 but not past Jan 1, 2026 become law before Jan 1, 2026?","December CR, Full-Year CR",December CR
KXFTCANTITRUST-26,"Will the FTC launch an antitrust lawsuit against Nvidia or Microsoft before Jan 1, 2026?","Nvidia, Microsoft",Nvidia
KXFTACOUNTRIES-26,"Will Trump make a new visit to any of the following countries before January 1, 2026?","Vietnam, Thailand, South Africa, Russia, Pakistan, Mexico, South Korea, Japan, Indonesia, India, Israel, United Kingdom, European Union, Cambodia, Canada, Brazil, Australia, Argentina",Mexico
KXFRIMPEACH-26,"Will Macron be impeached before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXFRIDMAN-26JAN01,"Will Vivek Ramaswamy go on the Lex Fridman Podcast before Jan 1, 2026?","Vivek Ramaswamy, Vladimir Putin, Sam Altman, Kanye West, Kamala Harris, Joe Biden, Hillary Clinton, Donald Trump, David Sacks, Barack Obama, Bill Ackman",Vivek Ramaswamy
KXFOREIGNTARIFF-26JAN01,Will Trump impose tariffs on any of the listed countries in the first 48 hours?,"Vietnam, Ukraine, United Kingdom, United Arab Emirates, Turkey, Taiwan, South Africa, South Korea, Singapore, Saudi Arabia, Russia, Poland, Peru, Palestine, Pakistan, North Korea, Mexico, Japan, Italy, Israel, Ireland, India, Hungary, Germany, France, European Union, Denmark, China, Canada, Brazil, Belgium, Australia, Argentina",China
KXFLUORIDE-26,"Will the US government stop recommending fluoride in water before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXFLOP-26,How much compute will AI models be trained with?,"More than 750 billion petaFLOP, More than 500 billion petaFLOP",More than 750 billion petaFLOP
KXFETTERMANSWITCH-26JAN,Will John Fetterman leave the Democratic Party before January 2026?,"Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXFESTIVALEVENTELONSAMA-26JAN01,"Will an Elon Musk vs Sam Altman boxing match happen before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KXFEDGOVNOM-26,Who will Trump next nominate as Member of the Board of Governors of the Federal Reserve System?,"Scott Bessent, Rick Rieder, Michael Faulkender, Kevin Warsh, Kevin Hassett, Christopher Waller",Rick Rieder
KXFDICELIM-26,Will the FDIC be eliminated before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXFDABANS-26,What will RFK's FDA ban?,"SSRIs, Seed oils, Aspartame",Aspartame
KXFBUSTER-25DEC31,Will the filibuster be weakened by lowering the threshold before 2026?,"Threshold lowered, Not Threshold lowered",Threshold lowered
KXEXPAND-26,"Will the U.S. control at least part of Greenland, Canada, or the Panama Canal before 2026?","Before 2026, Not Before 2026",Not Before 2026
KXEVERIFY-26,Will E-Verify be expanded before 2026?,"Before 2026, Not Before 2026",Before 2026
KXEUROZONE-26,Will a new country join the eurozone before 2026?,"Before 2026, Not Before 2026",Before 2026
KXESPMLEAVE-26,"Will the ES Prime Minister leave office before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXERS-26,"Will Trump create an ""External Revenue"" Service before 2026?","Before 2026, Not Before 2026",Not Before 2026
KXEPSTEIN-26,"Will Trump release any documents about Epstein's associates before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KXELONSUEAPPLE-26,Will Elon Musk sue Apple before January 2026?,"Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXELECTUKRAINE-26,Will Ukraine hold a presidential election before 2026?,"Before 2026, Not Before 2026",Before 2026
KXECOWASBURKINA-25,Will the US agree to a new Iranian nuclear deal before 2026?,"Before 2026, Not Before 2026",Before 2026
